CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Avg_Utilization_Ratio
716211258,59,F,1,College,Unknown,Less than $40K,Blue,5,4072,0,1966,0
779289033,46,F,3,Uneducated,Single,Unknown,Blue,1,21646,1778,3328,0.082
719356008,39,F,3,Graduate,Single,Less than $40K,Blue,3,1438.3,0,4548,0
718503108,40,M,3,Unknown,Married,$120K +,Blue,3,14046,1994,3792,0.142
779661033,49,M,4,Unknown,Married,$60K - $80K,Silver,2,25620,1107,3503,0.043
813053733,53,M,4,Unknown,Single,$120K +,Blue,3,34516,278,3029,0.008
718354683,59,F,0,Graduate,Single,$40K - $60K,Silver,3,21358,1225,3646,0.057
720529308,63,M,0,High School,Single,$60K - $80K,Blue,3,1856,0,1805,0
787578183,36,M,3,High School,Single,$80K - $120K,Blue,3,1438.3,0,3204,0
737952333,64,M,1,Graduate,Single,Less than $40K,Blue,1,2586,0,3435,0
779498058,39,M,2,Graduate,Married,$80K - $120K,Blue,3,3281,1272,2006,0.388
799707858,50,F,1,High School,Married,Less than $40K,Blue,1,7115,2000,3584,0.281
719543208,38,F,3,Uneducated,Single,Unknown,Blue,3,13220,848,3789,0.064
797743233,45,M,3,Uneducated,Unknown,$60K - $80K,Blue,2,5996,865,4542,0.144
710658483,47,M,4,Graduate,Unknown,$40K - $60K,Blue,3,9080,2174,2098,0.239
715399908,54,F,2,High School,Single,Unknown,Blue,3,7563,1465,4175,0.194
710288883,40,F,1,Graduate,Married,Less than $40K,Blue,1,8749,1654,5054,0.189
719912808,52,M,2,High School,Single,$60K - $80K,Blue,3,14973,0,4288,0
720247158,63,M,0,Graduate,Single,Unknown,Blue,3,7108,600,3787,0.084
718672233,48,F,1,Graduate,Single,Unknown,Blue,2,23007,1239,3395,0.054
789593058,46,M,5,College,Married,$60K - $80K,Blue,2,24248,1020,3311,0.042
710278458,52,M,2,High School,Single,$80K - $120K,Blue,3,11617,2517,1643,0.217
714467733,45,M,2,Graduate,Married,$60K - $80K,Silver,2,30428,1721,4178,0.057
803026008,48,M,3,Unknown,Married,$80K - $120K,Blue,6,6805,1448,3463,0.213
772000533,59,M,1,Graduate,Married,$60K - $80K,Blue,3,14257,1113,1809,0.078
811035483,47,M,3,Uneducated,Divorced,$120K +,Silver,4,34516,0,1641,0
715480983,55,F,2,College,Single,Less than $40K,Blue,2,5719,892,3403,0.156
819997983,53,M,5,Unknown,Married,$80K - $120K,Blue,1,9517,1869,1453,0.196
807593058,41,F,3,Unknown,Single,$40K - $60K,Blue,2,5317,0,2003,0
720437358,40,M,3,Graduate,Single,$40K - $60K,Blue,1,2526,2303,3596,0.912
719465733,52,F,2,High School,Single,Less than $40K,Blue,3,2971,0,4458,0
711978858,59,M,2,Graduate,Single,Less than $40K,Blue,3,6834,900,4422,0.132
814364808,36,F,2,Uneducated,Married,Unknown,Blue,3,3002,1002,2624,0.334
788820933,59,M,2,Graduate,Single,$60K - $80K,Blue,2,16727,1380,3511,0.083
713316558,41,M,4,High School,Married,$60K - $80K,Blue,2,4573,0,3776,0
779856483,38,M,2,Post-Graduate,Single,$80K - $120K,Blue,1,15410,0,3368,0
717085983,44,F,2,High School,Single,$40K - $60K,Blue,2,3299,2517,4312,0.763
788030208,42,F,2,Uneducated,Single,Less than $40K,Silver,2,13453,2517,1904,0.187
709914858,48,F,2,Graduate,Married,Less than $40K,Blue,1,6362,1705,5169,0.268
716111808,57,F,2,Unknown,Married,Less than $40K,Blue,3,2679,2011,1723,0.751
708618933,34,M,2,Uneducated,Single,$120K +,Blue,3,4369,2049,3259,0.469
720446508,50,F,2,Uneducated,Single,Less than $40K,Blue,3,1721,1037,2681,0.603
756488883,41,M,2,Uneducated,Single,$80K - $120K,Blue,2,2196,1619,2040,0.737
708414033,50,M,4,Graduate,Married,$40K - $60K,Blue,3,2845,1153,3730,0.405
756727233,49,M,2,High School,Single,$120K +,Blue,2,21144,1190,4895,0.056
720379533,47,M,3,Unknown,Unknown,$120K +,Blue,3,3952,0,2066,0
720340383,45,F,2,Graduate,Married,Less than $40K,Blue,2,3518,2035,4034,0.578
771453033,47,M,3,High School,Married,$60K - $80K,Blue,1,17343,1280,3170,0.074
708747708,43,M,3,Graduate,Married,$80K - $120K,Blue,1,3498,0,2512,0
712460433,39,M,2,Uneducated,Single,$40K - $60K,Blue,1,9121,1426,4112,0.156
719801508,36,M,1,Uneducated,Unknown,$120K +,Blue,3,20230,798,4314,0.039
720983733,44,M,3,Unknown,Single,$60K - $80K,Blue,3,15422,864,2136,0.056
713657733,47,M,4,Unknown,Single,$60K - $80K,Blue,3,9132,800,3809,0.088
709955958,41,F,1,High School,Single,Less than $40K,Blue,2,8054,1023,3374,0.127
719099583,42,M,3,Graduate,Married,$40K - $60K,Blue,2,1640,1444,1360,0.88
719513733,48,M,3,Doctorate,Married,$80K - $120K,Blue,3,8739,0,4276,0
710654808,46,M,4,Graduate,Single,$80K - $120K,Blue,1,1818,0,2308,0
719651358,46,F,4,Uneducated,Single,Unknown,Blue,3,24949,1749,4092,0.07
718917408,46,F,3,Graduate,Married,$40K - $60K,Blue,3,3115,1136,3704,0.365
808753758,52,M,2,Uneducated,Divorced,$120K +,Blue,2,29695,1525,4109,0.051
711699183,56,M,2,Uneducated,Divorced,$60K - $80K,Blue,1,7261,1079,3723,0.149
711196458,38,F,1,Unknown,Married,Less than $40K,Blue,2,1621,580,1893,0.358
772565883,41,M,0,High School,Single,$80K - $120K,Blue,5,33472,2517,4719,0.075
717203958,51,M,3,Graduate,Married,$40K - $60K,Blue,3,11512,988,1842,0.086
769701258,26,F,0,Unknown,Unknown,Unknown,Blue,3,12463,1319,3996,0.106
714933783,51,M,2,Graduate,Married,$60K - $80K,Blue,1,8511,0,3775,0
717650133,41,M,5,Graduate,Single,$60K - $80K,Blue,1,4821,1426,3571,0.296
708707808,57,M,2,Graduate,Unknown,$60K - $80K,Blue,1,2480,1584,3438,0.639
717331758,44,M,4,Graduate,Married,$120K +,Blue,3,34516,2517,4228,0.073
801385458,52,M,1,Uneducated,Married,$120K +,Blue,2,8596,2019,4017,0.235
710605458,49,M,2,High School,Married,$60K - $80K,Blue,3,7223,1963,4127,0.272
719570733,52,M,2,Unknown,Single,$60K - $80K,Blue,2,1629,978,3766,0.6
708646233,44,F,1,Unknown,Divorced,Unknown,Blue,2,17116,1289,3632,0.075
766006758,63,M,1,High School,Married,$60K - $80K,Blue,2,7216,2321,1734,0.322
710695083,44,M,3,College,Single,$60K - $80K,Silver,1,28397,1421,1635,0.05
709224033,53,M,4,Uneducated,Single,$60K - $80K,Blue,3,13720,0,1830,0
795991758,47,F,3,Unknown,Married,$40K - $60K,Blue,3,7553,660,4079,0.087
709381383,49,M,4,Graduate,Married,$60K - $80K,Blue,6,2952,2517,3830,0.853
810321933,35,M,3,High School,Unknown,$80K - $120K,Blue,3,11229,1054,1898,0.094
716235783,45,M,3,College,Married,$40K - $60K,Blue,2,7109,866,4047,0.122
758833758,45,M,4,Unknown,Married,$40K - $60K,Blue,3,1862,845,3520,0.454
713579733,36,M,2,College,Single,$60K - $80K,Blue,3,4511,754,2597,0.167
804649833,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,3,2533,1126,3436,0.445
780971583,46,M,1,Graduate,Divorced,$120K +,Blue,2,2016,797,3772,0.395
804673308,49,M,5,Uneducated,Married,$40K - $60K,Blue,3,3893,0,1866,0
788747358,50,M,0,High School,Divorced,$40K - $60K,Blue,3,5530,2034,4836,0.368
713199558,57,F,3,Doctorate,Single,Less than $40K,Blue,3,1737,813,3669,0.468
713777883,46,F,0,Graduate,Divorced,Unknown,Blue,3,6853,1679,3543,0.245
771081558,55,M,2,High School,Divorced,$120K +,Blue,2,34516,1190,2862,0.034
710229333,38,M,2,College,Single,$40K - $60K,Blue,1,11068,1254,3812,0.113
720406233,35,F,2,Graduate,Married,Less than $40K,Blue,2,5546,1829,1770,0.33
767784708,48,M,0,Doctorate,Married,$60K - $80K,Blue,3,7277,504,2356,0.069
712052058,57,M,3,Graduate,Single,$40K - $60K,Blue,3,9426,1574,4212,0.167
715278708,55,M,2,Unknown,Single,$60K - $80K,Blue,3,1594,927,3851,0.582
827049558,47,M,2,Graduate,Unknown,$80K - $120K,Blue,2,2158,1170,4421,0.542
710248233,37,M,3,College,Single,$40K - $60K,Blue,2,3490,1421,3392,0.407
712146558,48,F,5,Uneducated,Married,Less than $40K,Blue,2,2364,1619,3230,0.685
715179933,49,F,2,High School,Married,Unknown,Blue,2,15704,0,4253,0
709215708,49,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,2,18253,2517,3737,0.138
710668458,48,F,4,Graduate,Married,Less than $40K,Blue,3,3696,0,3405,0
718828083,52,M,1,Graduate,Single,$40K - $60K,Blue,3,8748,2284,3533,0.261
720781158,44,F,2,Uneducated,Divorced,$40K - $60K,Blue,2,5608,1243,3829,0.222
716938383,41,M,4,Unknown,Married,$80K - $120K,Blue,2,34516,0,3811,0
709976358,51,F,1,Unknown,Single,Less than $40K,Blue,3,3236,0,3952,0
715688958,45,F,2,Post-Graduate,Single,Less than $40K,Blue,1,2736,2043,4550,0.747
721493883,49,F,4,Unknown,Single,Less than $40K,Blue,2,5195,0,3313,0
709830783,47,M,5,Unknown,Single,$120K +,Silver,2,34516,1686,4039,0.049
715354983,44,M,3,Graduate,Married,$40K - $60K,Blue,3,6327,0,3653,0
713532858,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,1,4728,1386,4077,0.293
721295658,62,M,1,Unknown,Single,$80K - $120K,Blue,1,34516,2517,3975,0.073
720313083,32,M,1,Unknown,Single,$120K +,Blue,3,6276,2289,2637,0.365
720724008,43,M,2,Graduate,Single,$80K - $120K,Blue,1,13430,2356,3717,0.175
712828533,62,M,1,Graduate,Single,$60K - $80K,Blue,1,2796,0,4820,0
717007458,46,M,2,Graduate,Married,$40K - $60K,Blue,3,2457,1051,3256,0.428
710728458,62,F,1,Unknown,Single,Less than $40K,Blue,3,7075,1396,4409,0.197
717720108,42,M,2,Graduate,Married,$80K - $120K,Blue,2,12386,980,3274,0.079
720648483,39,M,4,College,Single,$80K - $120K,Blue,3,32210,1115,1821,0.035
770146008,59,M,1,Graduate,Single,$40K - $60K,Blue,3,2136,1502,1908,0.703
714829683,43,M,2,Doctorate,Single,$80K - $120K,Blue,3,10851,1101,3688,0.101
717015333,52,M,1,Unknown,Divorced,$120K +,Blue,1,2717,1953,3974,0.719
757837458,59,F,2,High School,Single,Unknown,Blue,2,3578,663,4065,0.185
719240358,60,M,1,Unknown,Single,$60K - $80K,Blue,3,10698,1790,4095,0.167
719036883,48,F,1,Uneducated,Divorced,Less than $40K,Blue,3,4668,0,4163,0
714000108,40,F,3,College,Divorced,Unknown,Blue,2,6772,0,3658,0
720786033,55,M,1,College,Single,$80K - $120K,Blue,2,10696,1206,2489,0.113
708917133,48,M,3,High School,Single,$80K - $120K,Blue,3,11851,0,4498,0
818929158,36,M,2,Doctorate,Single,$40K - $60K,Blue,3,11558,0,2220,0
709513458,49,M,3,High School,Unknown,$60K - $80K,Blue,2,9551,1833,3213,0.192
717705858,40,M,2,High School,Unknown,$80K - $120K,Blue,3,29923,0,2528,0
716573058,54,F,3,Doctorate,Unknown,Less than $40K,Blue,3,1438.3,0,1598,0
827695683,40,M,3,Uneducated,Single,$120K +,Blue,2,34516,1329,3906,0.039
819189108,63,M,0,College,Single,$80K - $120K,Blue,2,9033,0,4456,0
716977758,44,F,3,Uneducated,Married,Less than $40K,Blue,3,3675,2517,1913,0.685
714901383,44,M,2,High School,Married,$80K - $120K,Blue,3,9183,2191,4503,0.239
718500633,45,F,4,Unknown,Married,Less than $40K,Blue,1,7924,1896,3270,0.239
713516433,36,F,3,College,Single,Less than $40K,Blue,1,5383,737,2934,0.137
715140933,45,F,3,Graduate,Single,$40K - $60K,Silver,2,21425,1459,3704,0.068
712642533,38,M,3,Unknown,Unknown,$80K - $120K,Blue,1,32866,2098,3788,0.064
721498008,44,F,3,Uneducated,Single,Less than $40K,Blue,2,1438.3,0,3966,0
717189183,35,M,1,Doctorate,Single,$40K - $60K,Blue,3,10467,1961,2665,0.187
708902883,55,M,2,Graduate,Single,$120K +,Blue,2,12856,0,3364,0
817889583,61,F,0,Graduate,Single,$40K - $60K,Blue,3,9721,0,2260,0
717242058,43,F,5,Graduate,Married,Less than $40K,Blue,3,3981,0,2134,0
715628733,40,F,4,Unknown,Single,Less than $40K,Blue,3,7587,0,3157,0
716613933,51,F,3,High School,Single,$40K - $60K,Blue,5,3417,1482,3651,0.434
712709508,48,F,2,Unknown,Single,Unknown,Blue,3,8012,0,2645,0
716306583,64,M,0,Graduate,Single,Less than $40K,Blue,3,3812,2517,2325,0.66
720026058,49,M,3,Graduate,Married,$80K - $120K,Blue,1,21378,1284,3526,0.06
756397458,54,F,1,Graduate,Single,Less than $40K,Silver,3,12873,0,3170,0
712644483,46,M,3,High School,Single,$60K - $80K,Blue,3,20229,1217,4270,0.06
814489683,34,F,2,Unknown,Single,Less than $40K,Blue,1,5387,795,2596,0.148
789111483,46,M,3,Graduate,Unknown,$80K - $120K,Blue,3,16546,1850,4255,0.112
709573533,48,M,3,Uneducated,Married,$40K - $60K,Blue,1,11191,0,3914,0
807137808,45,M,3,High School,Divorced,$60K - $80K,Blue,1,17576,0,3494,0
711861258,65,F,1,Uneducated,Single,Less than $40K,Blue,2,4182,0,4046,0
716660583,45,M,0,Graduate,Single,$40K - $60K,Blue,5,10271,1746,3696,0.17
717222033,40,F,3,Unknown,Single,Less than $40K,Blue,1,1647,1198,4272,0.727
716617608,50,F,1,High School,Single,Less than $40K,Blue,3,1560,995,1936,0.638
716786808,40,M,5,Post-Graduate,Single,$60K - $80K,Blue,2,1659,0,3838,0
718882008,38,M,1,High School,Single,$120K +,Blue,2,22487,889,4960,0.04
770975133,36,M,0,Graduate,Unknown,Less than $40K,Blue,2,5403,1854,4382,0.343
715234008,54,F,1,High School,Single,$40K - $60K,Blue,3,4717,1590,4216,0.337
709326183,50,M,2,High School,Single,$60K - $80K,Blue,2,5180,1211,3447,0.234
721233033,50,M,2,High School,Single,$80K - $120K,Blue,2,4915,464,1474,0.094
712319958,41,M,4,High School,Married,$80K - $120K,Blue,2,12154,2517,3853,0.207
712198983,46,M,4,Graduate,Married,$60K - $80K,Blue,3,3258,0,3169,0
772103208,44,F,5,High School,Unknown,Unknown,Blue,3,13349,0,3534,0
779502333,50,M,4,Graduate,Single,$120K +,Silver,3,34516,0,1480,0
718737708,45,M,4,Graduate,Single,$80K - $120K,Blue,5,31458,1202,4202,0.038
821351958,40,F,4,College,Married,Less than $40K,Blue,1,1438.3,0,3308,0
716142858,46,F,4,Uneducated,Married,Less than $40K,Silver,1,10961,1391,3914,0.127
826079508,48,M,2,Unknown,Unknown,$60K - $80K,Blue,3,8904,1886,3654,0.212
773236983,47,M,4,High School,Married,$40K - $60K,Blue,2,2498,2258,1839,0.904
826717533,42,M,3,Graduate,Unknown,$80K - $120K,Blue,1,16105,724,4631,0.045
789334458,43,F,3,Graduate,Unknown,Unknown,Silver,1,34516,1858,4197,0.054
814092858,49,F,3,Graduate,Unknown,Unknown,Blue,2,2222,694,4372,0.312
708355683,46,F,4,Graduate,Married,Unknown,Blue,2,16815,0,2976,0
803124408,41,F,3,Unknown,Married,Unknown,Blue,3,11538,0,1926,0
789964983,45,M,2,Graduate,Divorced,$40K - $60K,Blue,2,9569,0,1724,0
720303933,40,M,2,Graduate,Married,$80K - $120K,Blue,1,3340,1282,4526,0.384
708665133,40,M,2,Graduate,Married,$80K - $120K,Blue,2,3654,1172,4003,0.321
828236133,49,M,2,Graduate,Married,$40K - $60K,Blue,2,10541,1387,4269,0.132
712000758,51,M,4,Uneducated,Single,$120K +,Silver,2,34516,1959,3997,0.057
715378383,43,F,4,Graduate,Single,Unknown,Silver,3,34516,1893,3639,0.055
769985883,45,M,2,Graduate,Single,$80K - $120K,Blue,3,1613,0,3549,0
709297608,38,M,3,College,Single,$80K - $120K,Blue,3,1438.3,0,1585,0
716971833,40,F,2,Uneducated,Married,Unknown,Blue,3,13126,0,4496,0
801373833,49,M,4,College,Divorced,$40K - $60K,Blue,2,1922,710,2920,0.369
716040783,45,F,3,Graduate,Unknown,Less than $40K,Silver,2,14521,0,4178,0
817977933,63,F,0,Graduate,Single,Less than $40K,Blue,6,1931,1531,2288,0.793
827055333,43,M,3,Graduate,Single,$40K - $60K,Blue,3,8513,1042,2015,0.122
772116408,50,M,1,High School,Single,$40K - $60K,Blue,1,2421,1029,2377,0.425
734924658,47,F,5,High School,Married,Less than $40K,Blue,3,1478,792,4123,0.536
711775383,63,M,1,Graduate,Single,$60K - $80K,Blue,1,2466,0,4059,0
715019058,30,F,2,Post-Graduate,Divorced,Less than $40K,Blue,1,2501,1845,2933,0.738
780715683,41,M,3,Doctorate,Single,$60K - $80K,Blue,1,13602,0,3582,0
827341383,38,M,3,Graduate,Single,Less than $40K,Blue,3,3094,1317,3607,0.426
708757233,44,F,2,High School,Married,Less than $40K,Blue,2,2485,1489,3697,0.599
710504283,50,M,1,Uneducated,Married,$80K - $120K,Blue,3,14817,1463,4014,0.099
713919183,50,M,3,Unknown,Married,$80K - $120K,Blue,3,13824,1582,4630,0.114
713171358,46,F,4,College,Single,Less than $40K,Blue,1,1438.3,0,3880,0
773140683,51,M,0,Unknown,Married,$60K - $80K,Blue,1,3797,1202,4191,0.317
716358033,53,F,1,Graduate,Single,Less than $40K,Blue,3,6189,0,5004,0
826410708,40,M,4,Unknown,Married,$60K - $80K,Blue,2,22956,1407,5554,0.061
789717708,49,F,1,Unknown,Married,$40K - $60K,Blue,2,3943,1135,4180,0.288
711679533,54,M,2,Post-Graduate,Divorced,$120K +,Blue,2,5569,968,2600,0.174
711342483,50,M,1,College,Married,$80K - $120K,Blue,2,2418,1720,3896,0.711
720242733,45,M,4,Unknown,Single,Less than $40K,Blue,2,1963,1549,3718,0.789
721213833,46,F,2,High School,Unknown,Unknown,Blue,1,7966,1423,3780,0.179
756624183,51,F,3,Graduate,Married,Less than $40K,Blue,1,7742,2024,3507,0.261
717622308,63,F,0,High School,Single,Less than $40K,Blue,3,2074,1688,4232,0.814
714629358,54,F,3,Graduate,Divorced,$40K - $60K,Blue,3,4948,0,1796,0
744307008,51,M,1,Uneducated,Married,$60K - $80K,Blue,2,4988,0,3890,0
708871158,60,M,1,Graduate,Single,$60K - $80K,Silver,3,28701,0,3516,0
710979033,30,M,0,Unknown,Single,$40K - $60K,Blue,1,6607,2517,3046,0.381
818903583,44,M,5,Uneducated,Divorced,$60K - $80K,Blue,2,16034,1597,3628,0.1
712980333,33,M,3,Graduate,Divorced,$60K - $80K,Blue,3,24149,1848,2584,0.077
717655458,40,F,2,Uneducated,Unknown,$40K - $60K,Silver,3,16903,1507,3819,0.089
822112383,52,M,3,College,Married,$60K - $80K,Blue,1,1438.3,0,3769,0
711538758,39,M,5,Graduate,Single,$60K - $80K,Blue,3,24657,633,1954,0.026
719987733,51,F,3,Unknown,Single,$40K - $60K,Blue,3,5026,0,1844,0
719184783,51,F,1,Graduate,Single,Unknown,Blue,2,9352,1429,3536,0.153
715857183,46,M,2,College,Single,$60K - $80K,Blue,3,4939,1296,2150,0.262
719657583,44,M,3,Graduate,Married,$40K - $60K,Blue,2,9502,2457,2310,0.259
789713208,62,F,0,Doctorate,Single,Less than $40K,Blue,3,2936,326,2692,0.111
802031583,53,M,2,Uneducated,Single,$80K - $120K,Blue,1,22855,0,3711,0
711529383,47,F,3,Graduate,Married,$40K - $60K,Blue,1,6602,1224,3163,0.185
715371108,45,M,3,Graduate,Married,$80K - $120K,Blue,3,3728,0,1632,0
712988958,42,M,4,Graduate,Single,$60K - $80K,Blue,2,2021,1731,3253,0.857
713005908,47,F,2,Graduate,Married,$40K - $60K,Blue,2,2255,1733,4772,0.769
712236483,41,F,2,Graduate,Single,Less than $40K,Gold,3,15704,1991,4487,0.127
711852783,46,M,2,Unknown,Married,$60K - $80K,Blue,2,5746,1572,3446,0.274
780056733,36,M,3,Unknown,Single,$40K - $60K,Blue,6,8436,2517,2627,0.298
796903083,47,F,1,Doctorate,Married,$40K - $60K,Blue,3,1438.3,0,2584,0
716014983,56,F,3,High School,Single,Less than $40K,Blue,5,8340,1902,3755,0.228
712521783,54,M,3,Graduate,Unknown,$80K - $120K,Blue,2,15108,1288,3713,0.085
780045708,42,F,3,Graduate,Single,$40K - $60K,Silver,2,15104,1204,4259,0.08
719488008,39,F,1,Graduate,Married,Less than $40K,Blue,3,2490,1281,1902,0.514
771575058,45,M,1,Graduate,Married,Less than $40K,Blue,3,2009,1795,3172,0.893
772137183,52,M,2,Graduate,Single,$120K +,Blue,3,31668,810,1822,0.026
779709033,46,M,4,Unknown,Married,$60K - $80K,Blue,3,5735,2410,3908,0.42
709716258,48,M,3,High School,Unknown,$80K - $120K,Blue,1,7633,1707,1807,0.224
737986083,46,M,3,High School,Single,$60K - $80K,Blue,1,23642,2049,3139,0.087
713343333,42,M,3,Unknown,Married,$40K - $60K,Blue,3,6698,1327,4065,0.198
779331558,45,F,2,Unknown,Single,Less than $40K,Blue,3,1438.3,0,2598,0
714973758,50,F,3,Graduate,Single,Less than $40K,Blue,3,1438.3,1002,2004,0.697
718009158,50,F,3,Uneducated,Single,Less than $40K,Blue,2,2563,1860,3774,0.726
789597408,39,F,1,Post-Graduate,Single,$40K - $60K,Silver,2,17814,0,4712,0
712165308,45,F,2,Doctorate,Single,Unknown,Blue,2,7738,947,4255,0.122
821768658,52,M,0,Unknown,Single,$120K +,Blue,5,13114,2247,2474,0.171
719341683,42,M,2,Unknown,Married,$120K +,Blue,2,34516,1067,4281,0.031
708637758,49,F,3,Graduate,Single,Unknown,Blue,3,17345,545,3523,0.031
779974758,51,M,2,College,Single,$120K +,Blue,3,8706,868,3203,0.1
821815458,48,M,3,High School,Single,$60K - $80K,Blue,1,19272,1519,3398,0.079
711708408,52,F,3,High School,Married,Unknown,Blue,3,4798,0,3967,0
812449758,43,M,3,High School,Single,$60K - $80K,Blue,3,12254,0,2129,0
715682208,49,M,3,Doctorate,Married,$80K - $120K,Blue,1,9549,0,4629,0
719914908,37,M,2,Uneducated,Divorced,Less than $40K,Silver,3,11568,1846,1701,0.16
714744783,48,F,3,Unknown,Married,Less than $40K,Blue,1,6197,1219,3825,0.197
710809833,40,M,3,Graduate,Married,$80K - $120K,Silver,1,34516,0,3193,0
720942333,49,M,2,Unknown,Married,$40K - $60K,Blue,3,5137,0,2043,0
709423158,46,M,4,Graduate,Single,$80K - $120K,Blue,3,1791,1337,3592,0.747
718307433,50,F,0,Graduate,Single,Less than $40K,Blue,1,7238,2111,2025,0.292
772607433,50,M,3,High School,Married,$80K - $120K,Blue,2,4514,2016,4107,0.447
801709308,44,F,4,Uneducated,Married,Unknown,Blue,1,5366,968,4558,0.18
778502958,47,M,3,Unknown,Divorced,$60K - $80K,Silver,2,29812,2031,2385,0.068
806656083,48,F,2,Graduate,Married,$40K - $60K,Blue,2,9559,1514,4064,0.158
823635033,49,F,2,High School,Married,Less than $40K,Blue,2,8353,1535,4200,0.184
718739508,51,F,5,Unknown,Married,Less than $40K,Blue,2,5455,1217,3863,0.223
709272333,59,F,1,Uneducated,Unknown,Less than $40K,Blue,3,9899,2023,4579,0.204
721538883,45,M,4,Graduate,Single,$40K - $60K,Silver,3,15578,0,4449,0
718835583,50,F,1,Graduate,Married,Unknown,Blue,2,15641,2379,3769,0.152
827970933,46,F,4,Graduate,Married,Less than $40K,Blue,2,3504,1698,4439,0.485
719888358,47,M,1,Unknown,Divorced,$80K - $120K,Blue,3,18432,1422,2748,0.077
717030633,46,M,4,College,Single,$60K - $80K,Blue,3,2369,1405,3034,0.593
815085708,60,F,0,High School,Single,$40K - $60K,Blue,5,10882,2517,1861,0.231
716332533,38,F,3,Unknown,Unknown,$40K - $60K,Blue,1,3509,1819,4712,0.518
822964683,51,F,1,Graduate,Single,Less than $40K,Blue,3,2469,1491,4351,0.604
719335233,47,F,3,Uneducated,Married,Less than $40K,Silver,3,14335,938,3610,0.065
779683683,47,M,3,High School,Single,$40K - $60K,Blue,3,4005,1985,2344,0.496
712653183,49,F,4,Unknown,Single,Less than $40K,Blue,1,1976,1694,3675,0.857
715485483,39,F,5,Graduate,Married,Less than $40K,Blue,3,3664,0,1479,0
788912658,44,F,2,Unknown,Married,Less than $40K,Blue,1,3734,0,3144,0
711396483,40,M,2,Graduate,Single,$40K - $60K,Blue,2,6033,0,4505,0
789220008,56,M,3,High School,Married,$80K - $120K,Blue,2,4531,0,1425,0
716436483,45,F,3,Uneducated,Unknown,Less than $40K,Blue,4,6245,0,2521,0
717661908,37,M,5,Doctorate,Single,$80K - $120K,Silver,1,34516,0,2681,0
778459833,42,M,5,Graduate,Married,$60K - $80K,Blue,2,11880,2025,1789,0.17
769448658,43,F,2,Unknown,Married,Less than $40K,Blue,2,4188,0,3492,0
820346133,59,F,2,Uneducated,Single,Less than $40K,Blue,1,9344,1334,4154,0.143
720119808,42,M,3,High School,Married,$80K - $120K,Blue,2,24126,948,3342,0.039
721523658,46,M,5,High School,Unknown,$120K +,Blue,3,34516,772,3699,0.022
711176133,28,M,0,High School,Single,Less than $40K,Blue,3,2295,1015,3366,0.442
794560833,47,F,3,Graduate,Married,$40K - $60K,Blue,3,5496,0,1913,0
718197108,54,M,2,Graduate,Single,$80K - $120K,Blue,3,12342,0,1430,0
713750583,55,F,1,College,Unknown,Less than $40K,Blue,2,1928,1125,2190,0.584
769576608,62,M,1,Uneducated,Single,$60K - $80K,Blue,1,12814,1010,3566,0.079
708626058,49,F,2,Uneducated,Married,Less than $40K,Blue,2,5242,1465,4098,0.279
710333883,48,M,3,Graduate,Married,$60K - $80K,Blue,2,8808,390,1905,0.044
715401633,43,F,3,Graduate,Single,Less than $40K,Blue,1,4469,2002,2111,0.448
755220783,51,M,1,Doctorate,Married,$80K - $120K,Blue,2,8031,1167,3576,0.145
789603183,48,M,4,High School,Unknown,$60K - $80K,Blue,1,9728,0,3756,0
767564358,47,F,5,Doctorate,Married,$40K - $60K,Blue,1,4748,1008,3197,0.212
789744033,50,M,2,Graduate,Single,$80K - $120K,Blue,1,19999,1007,3183,0.05
709887483,56,M,2,Uneducated,Divorced,$40K - $60K,Blue,1,6331,1420,3527,0.224
779765058,43,M,2,Unknown,Single,$40K - $60K,Blue,1,9662,817,3817,0.085
789177333,47,F,2,Graduate,Married,Less than $40K,Blue,3,1693,1088,2104,0.643
717262833,49,F,3,Unknown,Married,Less than $40K,Blue,2,2964,2043,4345,0.689
714878508,48,F,2,High School,Single,Less than $40K,Blue,3,5483,535,2051,0.098
711079308,40,M,3,Graduate,Married,$60K - $80K,Blue,2,15186,0,1884,0
794510358,41,M,3,Graduate,Married,$80K - $120K,Blue,3,33408,0,3754,0
715033533,43,F,2,High School,Married,Less than $40K,Blue,2,3125,2517,4422,0.805
779400183,42,M,3,Graduate,Single,$60K - $80K,Blue,3,2934,2517,2484,0.858
716636808,39,M,3,Graduate,Single,$120K +,Blue,2,34516,0,3572,0
708733983,50,F,1,Doctorate,Single,$40K - $60K,Blue,3,5349,2391,2122,0.447
710521383,50,M,3,Uneducated,Single,$80K - $120K,Blue,2,9810,1838,2247,0.187
720075558,50,M,4,College,Married,$120K +,Blue,1,7084,0,3838,0
716468658,51,F,2,Unknown,Single,Less than $40K,Blue,1,3537,0,4101,0
717569283,47,M,5,Doctorate,Single,Less than $40K,Blue,1,8896,1338,4252,0.15
787491483,41,M,3,Unknown,Divorced,$80K - $120K,Blue,2,30733,1153,3455,0.038
